ICRPProjectID|ICRPProjectFundingID|AwardCode|AltAwardCode|SponsorCode|FundingOrg|IsChildhoodCancer
7262|19852|CA164817|1R21CA164817-01A1|NIH|National Cancer Institute|y
7262|19853|CA164817|5R21CA164817-02|NIH|National Cancer Institute|y
7268|19862|CA166790|1R21CA166790-01A1|NIH|National Cancer Institute|y
7283|19885|CA167833|1R21CA167833-01A1|NIH|National Cancer Institute|y
7284|19886|CA168369|1R21CA168369-01A1|NIH|National Cancer Institute|y
7304|19914|CA173028|1R21CA173028-01|NIH|National Cancer Institute|y
7372|19992|CA127432|1R25CA127432-01A1|NIH|National Cancer Institute|y
7372|19993|CA127432|5R25CA127432-02|NIH|National Cancer Institute|y
7372|19994|CA127432|5R25CA127432-03|NIH|National Cancer Institute|y
7372|19995|CA127432|5R25CA127432-04|NIH|National Cancer Institute|y
7425|20117|CA150437|1R41CA150437-01A1|NIH|National Cancer Institute|y
7453|20160|CA126023|2R44CA126023-02|NIH|National Cancer Institute|y
7467|20180|CA130501|1R43CA130501-01|NIH|National Cancer Institute|y
7520|20257|CA141842|1R43CA141842-01|NIH|National Cancer Institute|y
7524|20265|CA141903|1R43CA141903-01|NIH|National Cancer Institute|y
7549|20302|CA159562|1R43CA159562-01A1|NIH|National Cancer Institute|y
7556|20312|CA165452|5R43CA165452-02|NIH|National Cancer Institute|y
7559|20315|CA165739|1R43CA165739-01A1|NIH|National Cancer Institute|y
7559|20316|CA165739|5R43CA165739-02|NIH|National Cancer Institute|y
7561|20318|CA167887|1R43CA167887-01A1|NIH|National Cancer Institute|y
7571|20328|CA171392|1R43CA171392-01|NIH|National Cancer Institute|y
7593|20360|CA130394|1R44CA130394-01|NIH|National Cancer Institute|y
7593|20361|CA130394|4R44CA130394-02|NIH|National Cancer Institute|y
7593|20362|CA130394|5R44CA130394-03|NIH|National Cancer Institute|y
7614|20398|CA146882|1RC1CA146882-01|NIH|National Cancer Institute|y
7627|20412|CA148499|1RC2CA148499-01|NIH|National Cancer Institute|y
7649|20467|CA128590|3T32CA128590-05S1|NIH|National Cancer Institute|y
7649|20471|CA128590|5T32CA128590-05|NIH|National Cancer Institute|y
7657|20497|CA122371|1U01CA122371-01A1|NIH|National Cancer Institute|y
7657|20498|CA122371|5U01CA122371-02|NIH|National Cancer Institute|y
7657|20499|CA122371|5U01CA122371-03|NIH|National Cancer Institute|y
7657|20500|CA122371|5U01CA122371-04|NIH|National Cancer Institute|y
7674|20578|CA151792|1U01CA151792-01|NIH|National Cancer Institute|y
7674|20579|CA151792|5U01CA151792-02|NIH|National Cancer Institute|y
7674|20580|CA151792|5U01CA151792-03|NIH|National Cancer Institute|y
7674|20581|CA151792|5U01CA151792-04|NIH|National Cancer Institute|y
7729|20753|CA143798|1U54CA143798-01|NIH|National Cancer Institute|y
7729|20755|CA143798|5U54CA143798-04|NIH|National Cancer Institute|y
7729|20756|CA143798|5U54CA143798-05|NIH|National Cancer Institute|y
7796|20925|CA076931|2K12CA076931-11|NIH|National Cancer Institute|y
7796|20926|CA076931|5K12CA076931-10|NIH|National Cancer Institute|y
7796|20927|CA076931|5K12CA076931-12|NIH|National Cancer Institute|y
7796|20928|CA076931|5K12CA076931-13|NIH|National Cancer Institute|y
7796|20929|CA076931|5K12CA076931-14|NIH|National Cancer Institute|y
7796|20930|CA076931|5K12CA076931-15|NIH|National Cancer Institute|y
7796|20931|CA076931|2K12CA076931-06|NIH|National Cancer Institute|y
7796|20932|CA076931|5K12CA076931-07|NIH|National Cancer Institute|y
7796|20933|CA076931|5K12CA076931-08|NIH|National Cancer Institute|y
7796|20934|CA076931|5K12CA076931-09|NIH|National Cancer Institute|y
7805|21008|CA065493|2P01CA065493-16|NIH|National Cancer Institute|y
7805|21013|CA065493|5P01CA065493-17|NIH|National Cancer Institute|y
7805|21014|CA065493|5P01CA065493-18|NIH|National Cancer Institute|y
7805|21015|CA065493|5P01CA065493-19|NIH|National Cancer Institute|y
7815|21116|CA094237|2P01CA094237-06|NIH|National Cancer Institute|y
7815|21117|CA094237|2P01CA094237-11|NIH|National Cancer Institute|y
7815|21118|CA094237|5P01CA094237-07|NIH|National Cancer Institute|y
7815|21119|CA094237|5P01CA094237-08|NIH|National Cancer Institute|y
7815|21120|CA094237|5P01CA094237-09|NIH|National Cancer Institute|y
7815|21121|CA094237|5P01CA094237-10|NIH|National Cancer Institute|y
7821|21186|CA109901|5P01CA109901-04|NIH|National Cancer Institute|y
7821|21187|CA109901|5P01CA109901-05|NIH|National Cancer Institute|y
7821|21191|CA109901|1P01CA109901-01|NIH|National Cancer Institute|y
7821|21192|CA109901|5P01CA109901-02|NIH|National Cancer Institute|y
7821|21193|CA109901|5P01CA109901-03|NIH|National Cancer Institute|y
7823|21203|CA006516|2P30CA006516-47|NIH|National Cancer Institute|y
7823|21217|CA006516|3P30CA006516-45S7|NIH|National Cancer Institute|y
7823|21222|CA006516|3P30CA006516-46S5|NIH|National Cancer Institute|y
7823|21224|CA006516|3P30CA006516-47S1|NIH|National Cancer Institute|y
7823|21225|CA006516|3P30CA006516-47S2|NIH|National Cancer Institute|y
7823|21226|CA006516|3P30CA006516-47S3|NIH|National Cancer Institute|y
7823|21227|CA006516|3P30CA006516-48S1|NIH|National Cancer Institute|y
7823|21228|CA006516|3P30CA006516-48S3|NIH|National Cancer Institute|y
7823|21229|CA006516|3P30CA006516-48S4|NIH|National Cancer Institute|y
7823|21234|CA006516|5P30CA006516-48|NIH|National Cancer Institute|y
7823|21235|CA006516|5P30CA006516-40|NIH|National Cancer Institute|y
7823|21236|CA006516|5P30CA006516-41|NIH|National Cancer Institute|y
7828|21337|CA015704|2P30CA015704-35|NIH|National Cancer Institute|y
7828|21338|CA015704|3P30CA015704-34S1|NIH|National Cancer Institute|y
7828|21339|CA015704|3P30CA015704-34S3|NIH|National Cancer Institute|y
7828|21340|CA015704|3P30CA015704-34S4|NIH|National Cancer Institute|y
7828|21341|CA015704|3P30CA015704-34S5|NIH|National Cancer Institute|y
7828|21342|CA015704|3P30CA015704-34S6|NIH|National Cancer Institute|y
7828|21343|CA015704|3P30CA015704-35S2|NIH|National Cancer Institute|y
7828|21344|CA015704|3P30CA015704-35S3|NIH|National Cancer Institute|y
7828|21345|CA015704|3P30CA015704-35S4|NIH|National Cancer Institute|y
7828|21346|CA015704|3P30CA015704-35S5|NIH|National Cancer Institute|y
7828|21347|CA015704|3P30CA015704-35S6|NIH|National Cancer Institute|y
7828|21348|CA015704|3P30CA015704-36S2|NIH|National Cancer Institute|y
7828|21349|CA015704|3P30CA015704-36S3|NIH|National Cancer Institute|y
7828|21350|CA015704|3P30CA015704-37S1|NIH|National Cancer Institute|y
7828|21351|CA015704|3P30CA015704-37S2|NIH|National Cancer Institute|y
7828|21352|CA015704|3P30CA015704-37S3|NIH|National Cancer Institute|y
7828|21353|CA015704|3P30CA015704-37S4|NIH|National Cancer Institute|y
7828|21354|CA015704|3P30CA015704-37S5|NIH|National Cancer Institute|y
7828|21355|CA015704|3P30CA015704-38S1|NIH|National Cancer Institute|y
7828|21356|CA015704|3P30CA015704-38S2|NIH|National Cancer Institute|y
7828|21357|CA015704|3P30CA015704-38S3|NIH|National Cancer Institute|y
7828|21358|CA015704|3P30CA015704-38S4|NIH|National Cancer Institute|y
7828|21359|CA015704|3P30CA015704-38S5|NIH|National Cancer Institute|y
7828|21360|CA015704|3P30CA015704-39S1|NIH|National Cancer Institute|y
7828|21361|CA015704|3P30CA015704-39S2|NIH|National Cancer Institute|y
7828|21362|CA015704|3P30CA015704-39S3|NIH|National Cancer Institute|y
7828|21363|CA015704|3P30CA015704-39S4|NIH|National Cancer Institute|y
7828|21364|CA015704|5P30CA015704-34|NIH|National Cancer Institute|y
7828|21365|CA015704|5P30CA015704-36|NIH|National Cancer Institute|y
7828|21366|CA015704|5P30CA015704-37|NIH|National Cancer Institute|y
7828|21367|CA015704|5P30CA015704-38|NIH|National Cancer Institute|y
7828|21368|CA015704|5P30CA015704-39|NIH|National Cancer Institute|y
7828|21369|CA015704|2P30CA015704-30|NIH|National Cancer Institute|y
7828|21370|CA015704|5P30CA015704-31|NIH|National Cancer Institute|y
7828|21371|CA015704|5P30CA015704-32|NIH|National Cancer Institute|y
7828|21372|CA015704|5P30CA015704-33|NIH|National Cancer Institute|y
7830|21397|CA046592|3P30CA046592-20S1|NIH|National Cancer Institute|y
7830|21398|CA046592|3P30CA046592-20S2|NIH|National Cancer Institute|y
7830|21399|CA046592|3P30CA046592-20S3|NIH|National Cancer Institute|y
7830|21400|CA046592|3P30CA046592-21S1|NIH|National Cancer Institute|y
7830|21401|CA046592|3P30CA046592-22S1|NIH|National Cancer Institute|y
7830|21402|CA046592|3P30CA046592-22S2|NIH|National Cancer Institute|y
7830|21403|CA046592|3P30CA046592-22S3|NIH|National Cancer Institute|y
7830|21404|CA046592|3P30CA046592-23S1|NIH|National Cancer Institute|y
7830|21405|CA046592|3P30CA046592-23S2|NIH|National Cancer Institute|y
7830|21406|CA046592|3P30CA046592-23S3|NIH|National Cancer Institute|y
7830|21411|CA046592|5P30CA046592-20|NIH|National Cancer Institute|y
7830|21412|CA046592|5P30CA046592-21|NIH|National Cancer Institute|y
7830|21413|CA046592|5P30CA046592-22|NIH|National Cancer Institute|y
7830|21414|CA046592|5P30CA046592-23|NIH|National Cancer Institute|y
7830|21416|CA046592|5P30CA046592-16|NIH|National Cancer Institute|y
7830|21417|CA046592|5P30CA046592-17|NIH|National Cancer Institute|y
7830|21418|CA046592|5P30CA046592-18|NIH|National Cancer Institute|y
7830|21419|CA046592|2P30CA046592-19|NIH|National Cancer Institute|y
7835|21541|CA091842|5P30CA091842-03|NIH|National Cancer Institute|y
7847|21688|CA114747|2P50CA114747-06|NIH|National Cancer Institute|y
7847|21692|CA114747|5P50CA114747-07|NIH|National Cancer Institute|y
7847|21693|CA114747|5P50CA114747-08|NIH|National Cancer Institute|y
7847|21694|CA114747|5P50CA114747-09|NIH|National Cancer Institute|y
7901|22249|CA060664|5R01CA060664-09|NIH|National Cancer Institute|y
7903|22269|CA063113|5R01CA063113-18|NIH|National Cancer Institute|y
7906|22288|CA064402|2R01CA064402-17A1|NIH|National Cancer Institute|y
7906|22292|CA064402|5R01CA064402-18|NIH|National Cancer Institute|y
7906|22293|CA064402|5R01CA064402-19|NIH|National Cancer Institute|y
7906|22296|CA064402|2R01CA064402-12|NIH|National Cancer Institute|y
7906|22297|CA064402|5R01CA064402-13|NIH|National Cancer Institute|y
7923|22457|CA073507|2R01CA073507-11A2|NIH|National Cancer Institute|y
7923|22458|CA073507|5R01CA073507-12|NIH|National Cancer Institute|y
7923|22459|CA073507|5R01CA073507-13|NIH|National Cancer Institute|y
7923|22460|CA073507|5R01CA073507-14|NIH|National Cancer Institute|y
7923|22461|CA073507|5R01CA073507-15|NIH|National Cancer Institute|y
7923|22462|CA073507|5R01CA073507-07|NIH|National Cancer Institute|y
7923|22463|CA073507|5R01CA073507-08|NIH|National Cancer Institute|y
7923|22464|CA073507|5R01CA073507-09|NIH|National Cancer Institute|y
7923|22465|CA073507|5R01CA073507-10|NIH|National Cancer Institute|y
7927|22498|CA074145|5R01CA074145-16|NIH|National Cancer Institute|y
7928|22507|CA074177|5R01CA074177-07|NIH|National Cancer Institute|y
7928|22508|CA074177|5R01CA074177-08|NIH|National Cancer Institute|y
7928|22509|CA074177|5R01CA074177-09|NIH|National Cancer Institute|y
7928|22510|CA074177|5R01CA074177-10|NIH|National Cancer Institute|y
7938|22595|CA076379|2R01CA076379-06|NIH|National Cancer Institute|y
7938|22596|CA076379|5R01CA076379-07|NIH|National Cancer Institute|y
7938|22597|CA076379|5R01CA076379-08|NIH|National Cancer Institute|y
7938|22598|CA076379|5R01CA076379-09|NIH|National Cancer Institute|y
7997|23177|CA089151|5R01CA089151-03|NIH|National Cancer Institute|y
7997|23178|CA089151|5R01CA089151-04|NIH|National Cancer Institute|y
7997|23179|CA089151|5R01CA089151-05|NIH|National Cancer Institute|y
8004|23231|CA090321|2R01CA090321-06A1|NIH|National Cancer Institute|y
8004|23232|CA090321|2R01CA090321-11A1|NIH|National Cancer Institute|y
8004|23233|CA090321|3R01CA090321-06A1S1|NIH|National Cancer Institute|y
8004|23234|CA090321|3R01CA090321-08S1|NIH|National Cancer Institute|y
8004|23235|CA090321|5R01CA090321-07|NIH|National Cancer Institute|y
8004|23236|CA090321|5R01CA090321-08|NIH|National Cancer Institute|y
8004|23237|CA090321|5R01CA090321-09|NIH|National Cancer Institute|y
8004|23238|CA090321|5R01CA090321-10|NIH|National Cancer Institute|y
8004|23239|CA090321|5R01CA090321-03|NIH|National Cancer Institute|y
8004|23240|CA090321|5R01CA090321-04|NIH|National Cancer Institute|y
8004|23241|CA090321|5R01CA090321-05|NIH|National Cancer Institute|y
8008|23274|CA090668|2R01CA090668-06A1|NIH|National Cancer Institute|y
8008|23275|CA090668|5R01CA090668-07|NIH|National Cancer Institute|y
8008|23276|CA090668|5R01CA090668-08|NIH|National Cancer Institute|y
8008|23277|CA090668|5R01CA090668-09|NIH|National Cancer Institute|y
8008|23278|CA090668|5R01CA090668-10|NIH|National Cancer Institute|y
8008|23279|CA090668|1R01CA090668-01A1|NIH|National Cancer Institute|y
8008|23280|CA090668|5R01CA090668-02|NIH|National Cancer Institute|y
8008|23281|CA090668|5R01CA090668-03|NIH|National Cancer Institute|y
8008|23282|CA090668|5R01CA090668-04|NIH|National Cancer Institute|y
8008|23283|CA090668|5R01CA090668-05|NIH|National Cancer Institute|y
8012|23312|CA091048|2R01CA091048-05A2|NIH|National Cancer Institute|y
8012|23313|CA091048|3R01CA091048-04S2|NIH|National Cancer Institute|y
8012|23314|CA091048|3R01CA091048-07S1|NIH|National Cancer Institute|y
8012|23315|CA091048|3R01CA091048-08S1|NIH|National Cancer Institute|y
8012|23316|CA091048|4R01CA091048-07|NIH|National Cancer Institute|y
8012|23317|CA091048|5R01CA091048-08|NIH|National Cancer Institute|y
8012|23318|CA091048|1R01CA091048-01A1|NIH|National Cancer Institute|y
8012|23319|CA091048|5R01CA091048-02|NIH|National Cancer Institute|y
8012|23320|CA091048|5R01CA091048-03|NIH|National Cancer Institute|y
8012|23321|CA091048|5R01CA091048-04|NIH|National Cancer Institute|y
8012|23322|CA091048|3R01CA091048-04S1|NIH|National Cancer Institute|y
8060|23785|CA096856|2R01CA096856-06A2|NIH|National Cancer Institute|y
8060|23786|CA096856|5R01CA096856-07|NIH|National Cancer Institute|y
8060|23787|CA096856|5R01CA096856-08|NIH|National Cancer Institute|y
8060|23788|CA096856|5R01CA096856-09|NIH|National Cancer Institute|y
8060|23789|CA096856|5R01CA096856-10|NIH|National Cancer Institute|y
8060|23790|CA096856|1R01CA096856-01|NIH|National Cancer Institute|y
8060|23791|CA096856|5R01CA096856-02|NIH|National Cancer Institute|y
8060|23792|CA096856|5R01CA096856-03|NIH|National Cancer Institute|y
8060|23793|CA096856|5R01CA096856-04|NIH|National Cancer Institute|y
8060|23794|CA096856|5R01CA096856-05|NIH|National Cancer Institute|y
8078|23978|CA098838|5R01CA098838-10|NIH|National Cancer Institute|y
8083|24025|CA100030|2R01CA100030-06|NIH|National Cancer Institute|y
8083|24026|CA100030|5R01CA100030-04|NIH|National Cancer Institute|y
8083|24027|CA100030|5R01CA100030-05|NIH|National Cancer Institute|y
8083|24028|CA100030|5R01CA100030-07|NIH|National Cancer Institute|y
8083|24029|CA100030|5R01CA100030-08|NIH|National Cancer Institute|y
8083|24030|CA100030|5R01CA100030-09|NIH|National Cancer Institute|y
8083|24031|CA100030|5R01CA100030-10|NIH|National Cancer Institute|y
8083|24032|CA100030|1R01CA100030-01A2|NIH|National Cancer Institute|y
8083|24033|CA100030|5R01CA100030-02|NIH|National Cancer Institute|y
8083|24034|CA100030|5R01CA100030-03|NIH|National Cancer Institute|y
8086|24050|CA100159|2R01CA100159-05A1|NIH|National Cancer Institute|y
8086|24052|CA100159|4R01CA100159-07|NIH|National Cancer Institute|y
8086|24053|CA100159|5R01CA100159-08|NIH|National Cancer Institute|y
8096|24138|CA101774|2R01CA101774-05|NIH|National Cancer Institute|y
8096|24139|CA101774|2R01CA101774-10|NIH|National Cancer Institute|y
8096|24140|CA101774|5R01CA101774-06|NIH|National Cancer Institute|y
8096|24141|CA101774|5R01CA101774-07|NIH|National Cancer Institute|y
8096|24142|CA101774|5R01CA101774-08|NIH|National Cancer Institute|y
8096|24143|CA101774|5R01CA101774-09|NIH|National Cancer Institute|y
8096|24144|CA101774|5R01CA101774-11|NIH|National Cancer Institute|y
8096|24145|CA101774|1R01CA101774-01|NIH|National Cancer Institute|y
8096|24146|CA101774|5R01CA101774-02|NIH|National Cancer Institute|y
8096|24147|CA101774|5R01CA101774-03|NIH|National Cancer Institute|y
8096|24148|CA101774|5R01CA101774-04|NIH|National Cancer Institute|y
8144|24587|CA111673|5R01CA111673-04|NIH|National Cancer Institute|y
8144|24588|CA111673|5R01CA111673-05|NIH|National Cancer Institute|y
8144|24593|CA111673|1R01CA111673-01A2|NIH|National Cancer Institute|y
8144|24594|CA111673|5R01CA111673-02|NIH|National Cancer Institute|y
8144|24595|CA111673|5R01CA111673-03|NIH|National Cancer Institute|y
8156|24681|CA113794|3R01CA113794-03S1|NIH|National Cancer Institute|y
8156|24682|CA113794|5R01CA113794-03|NIH|National Cancer Institute|y
8156|24683|CA113794|5R01CA113794-04|NIH|National Cancer Institute|y
8156|24684|CA113794|5R01CA113794-05|NIH|National Cancer Institute|y
8156|24688|CA113794|1R01CA113794-01|NIH|National Cancer Institute|y
8156|24689|CA113794|5R01CA113794-02|NIH|National Cancer Institute|y
8194|24883|CA095124|2R13CA095124-04|NIH|National Cancer Institute|y
8194|24884|CA095124|5R13CA095124-06|NIH|National Cancer Institute|y
8194|24885|CA095124|5R13CA095124-07|NIH|National Cancer Institute|y
8194|24886|CA095124|5R13CA095124-08|NIH|National Cancer Institute|y
8194|24887|CA095124|5R13CA095124-09|NIH|National Cancer Institute|y
8194|24888|CA095124|1R13CA095124-01|NIH|National Cancer Institute|y
8194|24889|CA095124|5R13CA095124-02|NIH|National Cancer Institute|y
8194|24890|CA095124|5R13CA095124-03|NIH|National Cancer Institute|y
8240|25213|CA119801|2R44CA119801-02|NIH|National Cancer Institute|y
8240|25214|CA119801|3R44CA119801-03S1|NIH|National Cancer Institute|y
8240|25215|CA119801|5R44CA119801-03|NIH|National Cancer Institute|y
8240|25216|CA119801|1R43CA119801-01A1|NIH|National Cancer Institute|y
8261|25347|CA009172|5T32CA009172-33|NIH|National Cancer Institute|y
8261|25348|CA009172|5T32CA009172-34|NIH|National Cancer Institute|y
8261|25349|CA009172|5T32CA009172-35|NIH|National Cancer Institute|y
8261|25350|CA009172|5T32CA009172-36|NIH|National Cancer Institute|y
8261|25352|CA009172|5T32CA009172-39|NIH|National Cancer Institute|y
8261|25356|CA009172|2T32CA009172-32|NIH|National Cancer Institute|y
8269|25434|CA009574|2T32CA009574-21|NIH|National Cancer Institute|y
8269|25435|CA009574|5T32CA009574-20|NIH|National Cancer Institute|y
8269|25436|CA009574|5T32CA009574-22|NIH|National Cancer Institute|y
8269|25437|CA009574|5T32CA009574-23|NIH|National Cancer Institute|y
8269|25438|CA009574|5T32CA009574-24|NIH|National Cancer Institute|y
8269|25439|CA009574|5T32CA009574-25|NIH|National Cancer Institute|y
8269|25440|CA009574|5T32CA009574-15|NIH|National Cancer Institute|y
8269|25441|CA009574|2T32CA009574-16|NIH|National Cancer Institute|y
8269|25442|CA009574|3T32CA009574-16S1|NIH|National Cancer Institute|y
8269|25443|CA009574|5T32CA009574-18|NIH|National Cancer Institute|y
8269|25444|CA009574|5T32CA009574-19|NIH|National Cancer Institute|y
8272|25469|CA009676|3T32CA009676-20S1|NIH|National Cancer Institute|y
8273|25478|CA060441|2T32CA060441-16|NIH|National Cancer Institute|y
8273|25479|CA060441|2T32CA060441-21|NIH|National Cancer Institute|y
8273|25480|CA060441|3T32CA060441-17S1|NIH|National Cancer Institute|y
8273|25481|CA060441|3T32CA060441-18S1|NIH|National Cancer Institute|y
8273|25482|CA060441|3T32CA060441-19S1|NIH|National Cancer Institute|y
8273|25483|CA060441|3T32CA060441-21S1|NIH|National Cancer Institute|y
8273|25484|CA060441|5T32CA060441-15|NIH|National Cancer Institute|y
8273|25485|CA060441|5T32CA060441-17|NIH|National Cancer Institute|y
8273|25486|CA060441|5T32CA060441-18|NIH|National Cancer Institute|y
8273|25487|CA060441|5T32CA060441-19|NIH|National Cancer Institute|y
8273|25488|CA060441|5T32CA060441-20|NIH|National Cancer Institute|y
8273|25489|CA060441|2T32CA060441-11|NIH|National Cancer Institute|y
8273|25490|CA060441|5T32CA060441-12|NIH|National Cancer Institute|y
8273|25491|CA060441|5T32CA060441-13|NIH|National Cancer Institute|y
8273|25492|CA060441|5T32CA060441-14|NIH|National Cancer Institute|y
8278|25534|CA082086|2T32CA082086-11A1|NIH|National Cancer Institute|y
8278|25535|CA082086|5T32CA082086-08|NIH|National Cancer Institute|y
8278|25536|CA082086|5T32CA082086-09|NIH|National Cancer Institute|y
8278|25537|CA082086|5T32CA082086-10|NIH|National Cancer Institute|y
8278|25538|CA082086|5T32CA082086-12|NIH|National Cancer Institute|y
8278|25539|CA082086|5T32CA082086-13|NIH|National Cancer Institute|y
8278|25540|CA082086|5T32CA082086-04|NIH|National Cancer Institute|y
8278|25541|CA082086|5T32CA082086-05|NIH|National Cancer Institute|y
8278|25542|CA082086|2T32CA082086-06|NIH|National Cancer Institute|y
8278|25543|CA082086|5T32CA082086-07|NIH|National Cancer Institute|y
8283|25586|CA099936|2T32CA099936-06|NIH|National Cancer Institute|y
8283|25587|CA099936|3T32CA099936-06S1|NIH|National Cancer Institute|y
8283|25588|CA099936|3T32CA099936-08S1|NIH|National Cancer Institute|y
8283|25589|CA099936|3T32CA099936-09S1|NIH|National Cancer Institute|y
8283|25590|CA099936|5T32CA099936-04|NIH|National Cancer Institute|y
8283|25591|CA099936|5T32CA099936-05|NIH|National Cancer Institute|y
8283|25592|CA099936|5T32CA099936-07|NIH|National Cancer Institute|y
8283|25593|CA099936|5T32CA099936-08|NIH|National Cancer Institute|y
8283|25594|CA099936|5T32CA099936-09|NIH|National Cancer Institute|y
8283|25595|CA099936|5T32CA099936-10|NIH|National Cancer Institute|y
8283|25596|CA099936|1T32CA099936-01A1|NIH|National Cancer Institute|y
8283|25597|CA099936|5T32CA099936-02|NIH|National Cancer Institute|y
8283|25598|CA099936|5T32CA099936-03|NIH|National Cancer Institute|y
8292|25677|CA069852|2U01CA069852-14|NIH|National Cancer Institute|y
8292|25678|CA069852|3U01CA069852-18S1|NIH|National Cancer Institute|y
8292|25680|CA069852|5U01CA069852-15|NIH|National Cancer Institute|y
8292|25681|CA069852|5U01CA069852-16|NIH|National Cancer Institute|y
8292|25682|CA069852|5U01CA069852-17|NIH|National Cancer Institute|y
8292|25683|CA069852|5U01CA069852-18|NIH|National Cancer Institute|y
8294|25700|CA081457|2U01CA081457-11|NIH|National Cancer Institute|y
8294|25701|CA081457|3U01CA081457-11S1|NIH|National Cancer Institute|y
8294|25702|CA081457|3U01CA081457-11S2|NIH|National Cancer Institute|y
8294|25703|CA081457|3U01CA081457-11S3|NIH|National Cancer Institute|y
8294|25704|CA081457|3U01CA081457-11S4|NIH|National Cancer Institute|y
8294|25705|CA081457|5U01CA081457-09|NIH|National Cancer Institute|y
8294|25706|CA081457|5U01CA081457-10|NIH|National Cancer Institute|y
8294|25707|CA081457|5U01CA081457-12|NIH|National Cancer Institute|y
8294|25708|CA081457|5U01CA081457-13|NIH|National Cancer Institute|y
8294|25709|CA081457|5U01CA081457-14|NIH|National Cancer Institute|y
8294|25710|CA081457|5U01CA081457-15|NIH|National Cancer Institute|y
8294|25711|CA081457|5U01CA081457-05|NIH|National Cancer Institute|y
8294|25712|CA081457|2U01CA081457-06|NIH|National Cancer Institute|y
8294|25713|CA081457|5U01CA081457-07|NIH|National Cancer Institute|y
8294|25714|CA081457|5U01CA081457-08|NIH|National Cancer Institute|y
8298|25745|CA105423|2U01CA105423-06|NIH|National Cancer Institute|y
8298|25748|CA105423|5U01CA105423-07|NIH|National Cancer Institute|y
8298|25749|CA105423|5U01CA105423-08|NIH|National Cancer Institute|y
8298|25750|CA105423|5U01CA105423-09|NIH|National Cancer Institute|y
8298|25751|CA105423|5U01CA105423-10|NIH|National Cancer Institute|y
8303|25798|CA011083|3U10CA011083-40S1|NIH|National Cancer Institute|y
8303|25799|CA011083|5U10CA011083-40|NIH|National Cancer Institute|y
8303|25800|CA011083|5U10CA011083-41|NIH|National Cancer Institute|y
8303|25801|CA011083|5U10CA011083-42|NIH|National Cancer Institute|y
8303|25802|CA011083|5U10CA011083-44|NIH|National Cancer Institute|y
8303|25803|CA011083|5U10CA011083-45|NIH|National Cancer Institute|y
8303|25804|CA011083|5U10CA011083-46|NIH|National Cancer Institute|y
8303|25807|CA011083|5U10CA011083-38|NIH|National Cancer Institute|y
8303|25808|CA011083|5U10CA011083-39|NIH|National Cancer Institute|y
8314|25936|CA045461|2U10CA045461-18|NIH|National Cancer Institute|y
8314|25937|CA045461|2U10CA045461-23|NIH|National Cancer Institute|y
8314|25938|CA045461|3U10CA045461-20S1|NIH|National Cancer Institute|y
8314|25939|CA045461|5U10CA045461-19|NIH|National Cancer Institute|y
8314|25940|CA045461|5U10CA045461-20|NIH|National Cancer Institute|y
8314|25941|CA045461|5U10CA045461-21|NIH|National Cancer Institute|y
8314|25942|CA045461|5U10CA045461-22|NIH|National Cancer Institute|y
8314|25943|CA045461|5U10CA045461-24|NIH|National Cancer Institute|y
8314|25944|CA045461|5U10CA045461-14|NIH|National Cancer Institute|y
8314|25945|CA045461|5U10CA045461-15|NIH|National Cancer Institute|y
8314|25946|CA045461|5U10CA045461-16|NIH|National Cancer Institute|y
8314|25947|CA045461|5U10CA045461-17|NIH|National Cancer Institute|y
8318|25983|CA052784|3U10CA052784-17S1|NIH|National Cancer Institute|y
8318|25984|CA052784|3U10CA052784-19S1|NIH|National Cancer Institute|y
8318|25990|CA052784|5U10CA052784-17|NIH|National Cancer Institute|y
8318|25991|CA052784|5U10CA052784-18|NIH|National Cancer Institute|y
8318|25992|CA052784|5U10CA052784-19|NIH|National Cancer Institute|y
8318|25996|CA052784|2U10CA052784-15|NIH|National Cancer Institute|y
8318|25997|CA052784|5U10CA052784-16|NIH|National Cancer Institute|y
8318|25998|CA052784|5U10CA052784-13|NIH|National Cancer Institute|y
8318|25999|CA052784|5U10CA052784-14|NIH|National Cancer Institute|y
8324|26061|CA095968|1U10CA095968-01|NIH|National Cancer Institute|y
8324|26062|CA095968|5U10CA095968-02|NIH|National Cancer Institute|y
8324|26063|CA095968|5U10CA095968-03|NIH|National Cancer Institute|y
8325|26067|HL069291|2U01HL069291-06|NIH|National Cancer Institute|y
8325|26068|HL069291|5U01HL069291-07|NIH|National Cancer Institute|y
8355|26211|CA141481|1R03CA141481-01|NIH|National Cancer Institute|y
8355|26212|CA141481|5R03CA141481-02|NIH|National Cancer Institute|y
8377|26253|CA150048|5R03CA150048-02|NIH|National Cancer Institute|y
8403|26305|CA162089|1R03CA162089-01A1|NIH|National Cancer Institute|y
8406|26310|CA162970|1R03CA162970-01A1|NIH|National Cancer Institute|y
8406|26311|CA162970|5R03CA162970-02|NIH|National Cancer Institute|y
8426|26345|CA171017|1R03CA171017-01A1|NIH|National Cancer Institute|y
8427|26346|CA171585|1R03CA171585-01A1|NIH|National Cancer Institute|y
8502|26449|CA153496|1R13CA153496-01|NIH|National Cancer Institute|y
8530|26477|CA177073|1R13CA177073-01|NIH|National Cancer Institute|y
8531|26478|CA177155|1R13CA177155-01|NIH|National Cancer Institute|y
